Cidade,Ano,Esporte,Modalidade,Event,Atleta,Sexo,Pais,Medalha,pais_iso3,pais_corrigido,Pais_limpo
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"LU, Bin",Women,China,Prata,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,100m breaststroke,"ROGERS, Philip John",Men,Australia,Bronze,AUS,Australia,Australia
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"DERSCH, Hans",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"THOMPSON, Jenny",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m freestyle,"CARON, Stephan",Men,France,Bronze,FRA,France,France
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"HOLMERTZ, Anders",Men,Sweden,Prata,SWE,Sweden,Sweden
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"HUNGER, Daniela",Women,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,100m freestyle,"ZHUANG, Yong",Women,China,Ouro,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,400m freestyle,"PERKINS, Kieren John",Men,Australia,Prata,AUS,Australia,Australia
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"BASHKATOV, Juri",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,200m backstroke,"BATTISTELLI, Stefano",Men,Italy,Bronze,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Natação,200m backstroke,"STEVENSON, Nicole Dawn",Women,Australia,Bronze,AUS,Australia,Australia
Barcelona,1992,Esportes Aquáticos,Natação,100m butterfly,"PLEWINSKI, Catherine",Women,France,Bronze,FRA,France,France
Barcelona,1992,Esportes Aquáticos,Natação,400m individual medley,"SACCHI, Luca",Men,Italy,Bronze,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Natação,100m freestyle,"POPOV, Alexander",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"TAIANOVITCH, Veniamin",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"PONTING, Thomas",Men,Canada,Bronze,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"GJERTSEN, Douglas S.",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m breaststroke,"BARROWMAN, Mike",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m freestyle,"THOMPSON, Jenny",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"SZIGAT, Andreas",Men,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"PRIGODA, Guennadi",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,200m breaststroke,"IWASAKI, Kyoko",Women,Japan,Ouro,JPN,Japan,Japan
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"KLEINE, Megan A.",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"WAGSTAFF, Elizabeth",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m backstroke,"SZABO, Tunde",Women,Hungary,Prata,HUN,Hungary,Hungary
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"PINGER, Mark",Men,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"YANG, Wenyi",Women,China,Prata,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,100m backstroke,"TEWKSBURY, Mark",Men,Canada,Ouro,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"GERY, Marcel",Men,Canada,Bronze,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Natação,200m freestyle,"KASVIO, Antti Alexander",Men,Finland,Bronze,FIN,Finland,Finland
Barcelona,1992,Esportes Aquáticos,Natação,200m butterfly,"STEWART, Melvin",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"PYSHNENKO, Vladimir",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,200m freestyle,"HOLMERTZ, Anders",Men,Sweden,Prata,SWE,Sweden,Sweden
Barcelona,1992,Esportes Aquáticos,Natação,400m individual medley,"EGERSZEGI, Krisztina",Women,Hungary,Ouro,HUN,Hungary,Hungary
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"CLARKE, Stephen",Men,Canada,Bronze,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"OLSEN, Jon",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m breaststroke,"LIN, Li",Women,China,Prata,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"STEWART, Melvin",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m freestyle,"VAN ALMSICK, Franziska",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"PYSHNENKO, Vladimir",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"HUDEPOHL, Joseph",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"WALLIN, Christer",Men,Sweden,Prata,SWE,Sweden,Sweden
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"POPOV, Alexander",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"KHNYKIN, Pavlo",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"NALL, Anita",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m breaststroke,"NALL, Anita",Women,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"PYSHNENKO, Vladimir",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"OSYGUS, Simone",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,200m butterfly,"O'NEILL, Susan",Women,Australia,Bronze,AUS,Australia,Australia
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"TORRES, Dara",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"CHOUBINA, Elena",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,50m freestyle,"POPOV, Alexander",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"AHMANN-LEIGHTON, Christine",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"STEWART, Melvin",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m freestyle,"VAN ALMSICK, Franziska",Women,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"FROLANDER, Lars",Men,Sweden,Prata,SWE,Sweden,Sweden
Barcelona,1992,Esportes Aquáticos,Natação,200m individual medley,"CZENE, Attila",Men,Hungary,Bronze,HUN,Hungary,Hungary
Barcelona,1992,Esportes Aquáticos,Natação,200m individual medley,"BURGESS, Gregory",Men,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"SANDERS, Summer",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"DÖRRIS, Jana",Women,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"HADDING, Annette",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,100m breaststroke,"DIEBEL, Nelson",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,50m freestyle,"BIONDI, Matthew",Men,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,50m freestyle,"YANG, Wenyi",Women,China,Ouro,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,200m backstroke,"HASE, Dagmar",Women,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,200m breaststroke,"GILLINGHAM, Nick",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"ZESNER, Steffen",Men,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"ROUSE, Jeff Norman",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"JORDAN, Shaun",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"POPOV, Alexander",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,1500m freestyle,"PERKINS, Kieren John",Men,Australia,Ouro,AUS,Australia,Australia
Barcelona,1992,Esportes Aquáticos,Natação,400m individual medley,"LIN, Li",Women,China,Prata,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,400m freestyle,"EVANS, Janet",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"DIEBEL, Nelson",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"MORALES, Pablo",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,50m freestyle,"MARTINO, Angel",Women,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m individual medley,"SANDERS, Summer",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m breaststroke,"ROZSA, Norbert",Men,Hungary,Prata,HUN,Hungary,Hungary
Barcelona,1992,Esportes Aquáticos,Natação,800m freestyle,"EVANS, Janet",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m breaststroke,"RUDKOVSKAYA, Elena",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"TEWKSBURY, Mark",Men,Canada,Bronze,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"BIONDI, Matthew",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"HASE, Dagmar",Women,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"KULIKOV, Vladislav",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"AHMANN-LEIGHTON, Christine",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m individual medley,"LIN, Li",Women,China,Ouro,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"TAIANOVITCH, Veniamin",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"HUDEPOHL, Joseph",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"LEPIKOV, Dmitri",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,400m freestyle,"HASE, Dagmar",Women,Germany,Ouro,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,200m breaststroke,"ROZSA, Norbert",Men,Hungary,Prata,HUN,Hungary,Hungary
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"HAISLETT, Nicole Lee",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"JAFFE, Scott",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"BIONDI, Matthew",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"LE, Jingyi",Women,China,Prata,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,200m butterfly,"LOADER, Danyon Joseph",Men,New Zealand,Prata,NZL,New Zealand,New Zealand
Barcelona,1992,Esportes Aquáticos,Natação,400m freestyle,"LEWIS, Hayley Jane",Women,Australia,Bronze,AUS,Australia,Australia
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"MARTINO, Angel",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m butterfly,"MORALES, Pablo",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"SADOVYI, Evgueni",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,100m backstroke,"EGERSZEGI, Krisztina",Women,Hungary,Ouro,HUN,Hungary,Hungary
Barcelona,1992,Esportes Aquáticos,Natação,400m individual medley,"NAMESNIK, Eric",Men,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"VAN ALMSICK, Franziska",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"RUDKOVSKAYA, Elena",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"THOMAS, Joel",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,400m individual medley,"SANDERS, Summer",Women,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"TAPPIN, Ashley T",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"JAGER, Thomas Michael",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m butterfly,"QIAN, Hong",Women,China,Ouro,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"SELKOV, Vladimir",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,200m butterfly,"WANG, Xiaohong",Women,China,Prata,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"OLSEN, Jon",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m butterfly,"SANDERS, Summer",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"MOUKHINE, Jouri",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,50m freestyle,"JAGER, Thomas Michael",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,100m breaststroke,"RILEY, Samantha Linette",Women,Australia,Bronze,AUS,Australia,Australia
Barcelona,1992,Esportes Aquáticos,Natação,200m butterfly,"ESPOSITO, Franck",Men,France,Bronze,FRA,France,France
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"KHNYKIN, Pavlo",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"LOVELESS, Lea",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"BRENDEL, Daniela",Women,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"WERNER, Tommy",Men,Sweden,Prata,SWE,Sweden,Sweden
Barcelona,1992,Esportes Aquáticos,Natação,100m backstroke,"ROUSE, Jeff Norman",Men,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,1500m freestyle,"HOFFMANN, Jörg",Men,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"TRÖGER, Christian",Men,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,100m butterfly,"AHMANN-LEIGHTON, Christine",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"ZHUANG, Yong",Women,China,Prata,CHN,China,China
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"KOUDRIAVTSEV, Alexei",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,100m backstroke,"LOVELESS, Lea",Women,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"CLEVELAND, Jonathan Thomas",Men,Canada,Bronze,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"USTROWSKI, Bettina",Women,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,400m freestyle,"SADOVYI, Evgueni",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,100m backstroke,"BERKOFF, David Charles",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"STELLMACH, Manuela",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,200m backstroke,"SELKOV, Vladimir",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,400m freestyle,"HOLMERTZ, Anders",Men,Sweden,Bronze,SWE,Sweden,Sweden
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"BERKOFF, David Charles",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"KIELGASS, Kerstin",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"OLSEN, Jon",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,200m individual medley,"HUNGER, Daniela",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"KIRITCHENKO, Olga",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Natação,100m butterfly,"NESTY, Anthony Conrad",Men,Suriname,Bronze,SUR,Suriname,Suriname
Barcelona,1992,Esportes Aquáticos,Natação,4x100m freestyle relay,"RICHTER, Dirk",Men,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Esportes Aquáticos,Natação,4x200m freestyle relay,"JORGENSEN, Daniel Plong",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Natação,4x100m medley relay,"MESHCHERYAKOVA, Natalia",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Synchronized S.,duet,"JOSEPHSON, Karen",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Synchronized S.,duet,"JOSEPHSON, Sarah",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Synchronized S.,duet,"TAKAYAMA, Aki",Women,Japan,Bronze,JPN,Japan,Japan
Barcelona,1992,Esportes Aquáticos,Synchronized S.,solo,"FRECHETTE, Sylvie",Women,Canada,Ouro,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Synchronized S.,solo,"OKUNO, Fumiko",Women,Japan,Bronze,JPN,Japan,Japan
Barcelona,1992,Esportes Aquáticos,Synchronized S.,solo,"BABB-SPRAGUE, Kristen",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Esportes Aquáticos,Synchronized S.,duet,"OKUNO, Fumiko",Women,Japan,Bronze,JPN,Japan,Japan
Barcelona,1992,Esportes Aquáticos,Synchronized S.,duet,"VILAGOS, Penny",Women,Canada,Prata,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Synchronized S.,duet,"VILAGOS, Vicky",Women,Canada,Prata,CAN,Canada,Canada
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"KARABOUTOV, Vladimir",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"OGORODNIKOV, Alexandre",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"PEDREROL, Sergi",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"BELOFASTOV, Andrei",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"PORZIO, Giuseppe",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"GONZALEZ JUNQUERA, Marco Antonio",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"SANCHEZ ALARCON, Ricardo",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"POMILIO, Amedeo",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"NAUMOV, Sergey",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"MICHAVILA JOVER, Ruben",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"OCA, Miguel Angel",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"BALLART, Daniel",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"GARCIA AGUADO, Pedro",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"SANS, Jordi",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"GANDOLFI, Ferdinando",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"KOVALENKO, Alexandre",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"FIORILLO, Mario",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"GOMEZ, Salvador",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"CAMPAGNA, Alessandro",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"AVERAIMO, Gianni",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"BOVO, Alessandro",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"CALDARELLA, Paolo",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"D'ALTRUI, Marco",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"CHARONOV, Evgueni",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"APANASSENKO, Dmitri",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"SILIPO, Carlo",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"GORSHKOV, Dmitry",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"ESTIARTE, Manuel",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"TCHIGUIR, Alexandre",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"PICO LLADO, Jose",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"KOLOTOV, Aleksandr",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"KOZLOV, Nikolai",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"FERRETTI, Massimiliano",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"MARKOTCH, Serguei",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"ATTOLICO, Francesco",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"ROLLAN, Jesus",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"PORZIO, Francesco",Men,Italy,Ouro,ITA,Italy,Italy
Barcelona,1992,Esportes Aquáticos,Water polo,water polo,"SILVESTRE SANCHEZ, Manuel",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"WANG, Hong",Women,China,Prata,CHN,China,China
Barcelona,1992,Tiro com Arco,Tiro com Arco,individual (FITA Olympic round - 70m),"CHUNG, Jae-Hun",Men,"Korea, Republic of",Prata,KOR,"Korea, Republic of","Korea, South"
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"VALEEVA, Natalia",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"ARZHANNIKOVA, Lyudmila",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Tiro com Arco,Tiro com Arco,individual (FITA Olympic round - 70m),"CHO, Youn-Jeong",Women,"Korea, Republic of",Ouro,KOR,"Korea, Republic of","Korea, South"
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"LEE, Eun Kyung",Women,"Korea, Republic of",Ouro,KOR,"Korea, Republic of","Korea, South"
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"HOLGADO ROMERO, Juan Carlos",Men,Spain,Ouro,ESP,Spain,Spain
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"LIPPONEN, Jari",Men,Finland,Prata,FIN,Finland,Finland
Barcelona,1992,Tiro com Arco,Tiro com Arco,individual (FITA Olympic round - 70m),"FLUTE, Sebastien",Men,France,Ouro,FRA,France,France
